"","Type","Diff.Un","V.Ratio.Un","Diff.Adj","M.Threshold","V.Ratio.Adj","V.Threshold","model"
"region_Western Asia","Binary",0.0654717605854139,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe","Binary",-0.0365367265790409,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l1","Contin.",0.163959682945181,0.55017309925456,-0.0624305478306044,"Balanced, <0.2",0.794747774285585,"Balanced, <2","optimal"
"pop_ln_l1","Contin.",0.483389109742447,0.836899359894137,0.0420325213428615,"Balanced, <0.2",0.966084499078954,"Balanced, <2","optimal"
"polity2_l1","Contin.",0.115775575558717,0.705197508960579,-0.071262034008976,"Balanced, <0.2",0.867240826293463,"Balanced, <2","optimal"
"Polity5_durable_ln_l1","Contin.",-0.245708248316107,1.03741980264558,-0.204481654067426,"Not Balanced, >0.2",1.24731863189771,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l1","Contin.",0.0996889250093067,0.718138932143695,-0.096334830622911,"Balanced, <0.2",0.89939736647579,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l1","Contin.",0.742045321028976,0.549103049525389,0.326822579477252,"Not Balanced, >0.2",0.765567074546689,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l1","Contin.",0.291186545472399,0.739211870344402,-0.0687457766578718,"Balanced, <0.2",0.872598354756174,"Balanced, <2","optimal"
"cumsum.unarmed.rev.q1","Contin.",0.522495516932988,3.76582505951829,0.208325940376018,"Not Balanced, >0.2",1.46499707273797,"Balanced, <2","optimal"
"year1","Contin.",1.23301231312469,0.477923822597898,9.09494701772928e-13,"Balanced, <0.2",1.00559307105108,"Balanced, <2","optimal"
"region_11","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand1","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia1","Binary",0.00104115090081196,NA,-1.38777878078145e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia1","Binary",0.0116789640434625,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe1","Binary",0.0436523968493604,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean1","Binary",-0.0243079498060467,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia1","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia1","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa1","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern America1","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe1","Binary",-0.0496684416606167,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia1","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia1","Binary",0.0207713781466147,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia1","Binary",0.0663276154834555,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe1","Binary",0.00714908430360598,NA,-2.08166817117217e-17,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa1","Binary",-0.0833277643277856,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia1","Binary",0.0654717605854139,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe1","Binary",-0.0365367265790409,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","optimal"
"growth.gap.5_l2","Contin.",0.163132983049145,0.551445791000024,-0.0499104978726302,"Balanced, <0.2",0.789901932102923,"Balanced, <2","nearest"
"pop_ln_l2","Contin.",0.456731380054726,0.8634337476282,0.0295140076382779,"Balanced, <0.2",0.992181229547828,"Balanced, <2","nearest"
"polity2_l2","Contin.",0.0447797495931973,0.686183983516934,-0.146845185068578,"Balanced, <0.2",0.873186745039721,"Balanced, <2","nearest"
"Polity5_durable_ln_l2","Contin.",-0.293983282462772,0.954327811743676,-0.248109310889037,"Not Balanced, >0.2",1.14225622548259,"Balanced, <2","nearest"
"BESS_plus_WB_Urbanization_l2","Contin.",0.101162612683062,0.721252597348042,-0.0889470273051383,"Balanced, <0.2",0.889157638551703,"Balanced, <2","nearest"
"VDEM_v2x_execorr_l2","Contin.",0.70291531460941,0.571064394882773,0.320558789461397,"Not Balanced, >0.2",0.776816363864095,"Balanced, <2","nearest"
"Mean_year_schooling_interpolated_l2","Contin.",0.261381358259196,0.781512946025098,-0.0903511996678635,"Balanced, <0.2",0.897441757405095,"Balanced, <2","nearest"
"cumsum.unarmed.rev.q2","Contin.",0.522495516932988,3.76582505951829,0.21899492384541,"Not Balanced, >0.2",1.50636501505405,"Balanced, <2","nearest"
"year2","Contin.",1.23301231312469,0.477923822597898,2.27373675443232e-13,"Balanced, <0.2",1.00559307105108,"Balanced, <2","nearest"
"region_12","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Australia and New Zealand2","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Central Asia2","Binary",0.00104115090081196,NA,-1.56125112837913e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Asia2","Binary",0.0116789640434625,NA,-3.46944695195361e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Europe2","Binary",0.0436523968493604,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Latin America and the Caribbean2","Binary",-0.0243079498060467,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Melanesia2","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Micronesia2","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Africa2","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Northern America2","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Europe2","Binary",-0.0496684416606167,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","nearest"
"region_Polynesia2","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_South-eastern Asia2","Binary",0.0207713781466147,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Asia2","Binary",0.0663276154834555,NA,-6.93889390390723e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Europe2","Binary",0.00714908430360598,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Sub-Saharan Africa2","Binary",-0.0833277643277856,NA,-8.32667268468867e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Asia2","Binary",0.0654717605854139,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe2","Binary",-0.0365367265790409,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l11","Contin.",0.163132983049145,0.551445791000024,-0.0459223312552483,"Balanced, <0.2",0.789531192536555,"Balanced, <2","optimal"
"pop_ln_l11","Contin.",0.456731380054726,0.8634337476282,0.0394330802426566,"Balanced, <0.2",0.988229673724883,"Balanced, <2","optimal"
"polity2_l11","Contin.",0.0447797495931973,0.686183983516934,-0.144403074253989,"Balanced, <0.2",0.877854081955505,"Balanced, <2","optimal"
"Polity5_durable_ln_l11","Contin.",-0.293983282462772,0.954327811743676,-0.232707845950848,"Not Balanced, >0.2",1.12913135528692,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l11","Contin.",0.101162612683062,0.721252597348042,-0.0876105024064576,"Balanced, <0.2",0.904858721754614,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l11","Contin.",0.70291531460941,0.571064394882773,0.324197148639807,"Not Balanced, >0.2",0.774970272488563,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l11","Contin.",0.261381358259196,0.781512946025098,-0.085300066914149,"Balanced, <0.2",0.900792245332502,"Balanced, <2","optimal"
"cumsum.unarmed.rev.q11","Contin.",0.522495516932988,3.76582505951829,0.206079838592988,"Not Balanced, >0.2",1.47199618575026,"Balanced, <2","optimal"
"year11","Contin.",1.23301231312469,0.477923822597898,6.82121026329696e-13,"Balanced, <0.2",1.00559307105108,"Balanced, <2","optimal"
"region_111","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand11","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia11","Binary",0.00104115090081196,NA,-1.56125112837913e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia11","Binary",0.0116789640434625,NA,-3.46944695195361e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe11","Binary",0.0436523968493604,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean11","Binary",-0.0243079498060467,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia11","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia11","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa11","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern America11","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe11","Binary",-0.0496684416606167,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia11","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia11","Binary",0.0207713781466147,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia11","Binary",0.0663276154834555,NA,-6.93889390390723e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe11","Binary",0.00714908430360598,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa11","Binary",-0.0833277643277856,NA,-8.32667268468867e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia11","Binary",0.0654717605854139,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe11","Binary",-0.0365367265790409,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"growth.gap.5_l3","Contin.",0.167230795083571,0.548459593928113,-0.0324755977424233,"Balanced, <0.2",0.754199686951593,"Balanced, <2","nearest"
"pop_ln_l3","Contin.",0.46688903473662,0.809595826899231,0.0352525548016239,"Balanced, <0.2",0.922116852621622,"Balanced, <2","nearest"
"polity2_l3","Contin.",0.0392875427862016,0.696748175478999,-0.135280541605523,"Balanced, <0.2",0.859359939343115,"Balanced, <2","nearest"
"Polity5_durable_ln_l3","Contin.",-0.313689932812679,0.954405552476945,-0.248430437785334,"Not Balanced, >0.2",1.12808039610292,"Balanced, <2","nearest"
"BESS_plus_WB_Urbanization_l3","Contin.",0.101260788235946,0.734880971859337,-0.0982188824460324,"Balanced, <0.2",0.92240505936587,"Balanced, <2","nearest"
"VDEM_v2x_execorr_l3","Contin.",0.717992750670438,0.565699594165134,0.335215206548223,"Not Balanced, >0.2",0.782006415495728,"Balanced, <2","nearest"
"Mean_year_schooling_interpolated_l3","Contin.",0.28702219966346,0.753392173074336,-0.0814135319622217,"Balanced, <0.2",0.883265714297561,"Balanced, <2","nearest"
"cumsum.unarmed.rev.q3","Contin.",0.522495516932988,3.76582505951829,0.224048652857227,"Not Balanced, >0.2",1.45950582750938,"Balanced, <2","nearest"
"year3","Contin.",1.23301231312469,0.477923822597898,6.82121026329696e-13,"Balanced, <0.2",1.00559307105108,"Balanced, <2","nearest"
"region_13","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Australia and New Zealand3","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Central Asia3","Binary",0.00104115090081196,NA,-1.56125112837913e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Asia3","Binary",0.0116789640434625,NA,-3.46944695195361e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Europe3","Binary",0.0436523968493604,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Latin America and the Caribbean3","Binary",-0.0243079498060467,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Melanesia3","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Micronesia3","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Africa3","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Northern America3","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Europe3","Binary",-0.0496684416606167,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","nearest"
"region_Polynesia3","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_South-eastern Asia3","Binary",0.0207713781466147,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Asia3","Binary",0.0663276154834555,NA,-6.93889390390723e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Europe3","Binary",0.00714908430360598,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Sub-Saharan Africa3","Binary",-0.0833277643277856,NA,-8.32667268468867e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Asia3","Binary",0.0654717605854139,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe3","Binary",-0.0365367265790409,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l12","Contin.",0.167230795083571,0.548459593928113,-0.0381267894231512,"Balanced, <0.2",0.743653960657832,"Balanced, <2","optimal"
"pop_ln_l12","Contin.",0.46688903473662,0.809595826899231,0.0416419547593871,"Balanced, <0.2",0.923423139240925,"Balanced, <2","optimal"
"polity2_l12","Contin.",0.0392875427862016,0.696748175478999,-0.131168350551263,"Balanced, <0.2",0.86640344560183,"Balanced, <2","optimal"
"Polity5_durable_ln_l12","Contin.",-0.313689932812679,0.954405552476945,-0.243313495050143,"Not Balanced, >0.2",1.12638831690029,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l12","Contin.",0.101260788235946,0.734880971859337,-0.1057188873775,"Balanced, <0.2",0.930702896713127,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l12","Contin.",0.717992750670438,0.565699594165134,0.333180169014439,"Not Balanced, >0.2",0.786335295618136,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l12","Contin.",0.28702219966346,0.753392173074336,-0.083446136992297,"Balanced, <0.2",0.888152551402912,"Balanced, <2","optimal"
"cumsum.unarmed.rev.q12","Contin.",0.522495516932988,3.76582505951829,0.21225661849632,"Not Balanced, >0.2",1.42670308684301,"Balanced, <2","optimal"
"year12","Contin.",1.23301231312469,0.477923822597898,6.82121026329696e-13,"Balanced, <0.2",1.00559307105108,"Balanced, <2","optimal"
"region_112","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand12","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia12","Binary",0.00104115090081196,NA,-1.56125112837913e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia12","Binary",0.0116789640434625,NA,-3.46944695195361e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe12","Binary",0.0436523968493604,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean12","Binary",-0.0243079498060467,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia12","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia12","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa12","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern America12","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe12","Binary",-0.0496684416606167,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia12","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia12","Binary",0.0207713781466147,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia12","Binary",0.0663276154834555,NA,-6.93889390390723e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe12","Binary",0.00714908430360598,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa12","Binary",-0.0833277643277856,NA,-8.32667268468867e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia12","Binary",0.0654717605854139,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe12","Binary",-0.0365367265790409,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"growth.gap.5_l4","Contin.",0.16799087045988,0.549988956892997,-0.0312741135324731,"Balanced, <0.2",0.792238761815774,"Balanced, <2","nearest"
"pop_ln_l4","Contin.",0.441578029728632,0.843235786829037,-0.00624728228021845,"Balanced, <0.2",0.99958275026762,"Balanced, <2","nearest"
"polity2_l4","Contin.",0.0626096101247312,0.728574957858934,-0.0949164538675995,"Balanced, <0.2",0.888391348314203,"Balanced, <2","nearest"
"Polity5_durable_ln_l4","Contin.",-0.320265556679898,0.955151584642065,-0.258195954497256,"Not Balanced, >0.2",1.13001824316302,"Balanced, <2","nearest"
"BESS_plus_WB_Urbanization_l4","Contin.",0.109714987832094,0.714361951519711,-0.093301834808431,"Balanced, <0.2",0.871703814688885,"Balanced, <2","nearest"
"VDEM_v2x_execorr_l4","Contin.",0.684140542435864,0.583597415851858,0.297459095750647,"Not Balanced, >0.2",0.787534593468255,"Balanced, <2","nearest"
"Mean_year_schooling_interpolated_l4","Contin.",0.274520928369274,0.773132733285873,-0.0810030820214696,"Balanced, <0.2",0.894917422117482,"Balanced, <2","nearest"
"cumsum.unarmed.rev.q4","Contin.",0.522495516932988,3.76582505951829,0.215064245725108,"Not Balanced, >0.2",1.47197975473809,"Balanced, <2","nearest"
"year4","Contin.",1.23301231312469,0.477923822597898,4.54747350886464e-13,"Balanced, <0.2",1.00559307105108,"Balanced, <2","nearest"
"region_14","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Australia and New Zealand4","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Central Asia4","Binary",0.00104115090081196,NA,-1.38777878078145e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Asia4","Binary",0.0116789640434625,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Europe4","Binary",0.0436523968493604,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Latin America and the Caribbean4","Binary",-0.0243079498060467,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Melanesia4","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Micronesia4","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Africa4","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Northern America4","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Europe4","Binary",-0.0496684416606167,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"region_Polynesia4","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_South-eastern Asia4","Binary",0.0207713781466147,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Asia4","Binary",0.0663276154834555,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Europe4","Binary",0.00714908430360598,NA,-2.08166817117217e-17,"Balanced, <0.2",NA,"","nearest"
"region_Sub-Saharan Africa4","Binary",-0.0833277643277856,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Asia4","Binary",0.0654717605854139,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe4","Binary",-0.0365367265790409,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l13","Contin.",0.16799087045988,0.549988956892997,-0.0401706167727665,"Balanced, <0.2",0.772347263342539,"Balanced, <2","optimal"
"pop_ln_l13","Contin.",0.441578029728632,0.843235786829037,0.0060421043227113,"Balanced, <0.2",1.00374340117116,"Balanced, <2","optimal"
"polity2_l13","Contin.",0.0626096101247312,0.728574957858934,-0.0864565090663569,"Balanced, <0.2",0.891777532331959,"Balanced, <2","optimal"
"Polity5_durable_ln_l13","Contin.",-0.320265556679898,0.955151584642065,-0.243319744908229,"Not Balanced, >0.2",1.11591645060986,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l13","Contin.",0.109714987832094,0.714361951519711,-0.0970257048274834,"Balanced, <0.2",0.880510041945026,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l13","Contin.",0.684140542435864,0.583597415851858,0.293342493074599,"Not Balanced, >0.2",0.792123696956299,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l13","Contin.",0.274520928369274,0.773132733285873,-0.0775265428610522,"Balanced, <0.2",0.895685808353391,"Balanced, <2","optimal"
"cumsum.unarmed.rev.q13","Contin.",0.522495516932988,3.76582505951829,0.198218482352384,"Balanced, <0.2",1.43020072510318,"Balanced, <2","optimal"
"year13","Contin.",1.23301231312469,0.477923822597898,1.36424205265939e-12,"Balanced, <0.2",1.00559307105108,"Balanced, <2","optimal"
"region_113","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand13","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia13","Binary",0.00104115090081196,NA,-1.38777878078145e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia13","Binary",0.0116789640434625,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe13","Binary",0.0436523968493604,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean13","Binary",-0.0243079498060467,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia13","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia13","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa13","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern America13","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe13","Binary",-0.0496684416606167,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia13","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia13","Binary",0.0207713781466147,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia13","Binary",0.0663276154834555,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe13","Binary",0.00714908430360598,NA,-2.08166817117217e-17,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa13","Binary",-0.0833277643277856,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia13","Binary",0.0654717605854139,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe13","Binary",-0.0365367265790409,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","optimal"
