"","var","coef","se","model"
"VDEM_v2x_execorr_l1","VDEM_v2x_execorr_l",1.67485672616321,0.407307459137337,"imp10.csv"
"Mean_year_schooling_interpolated_l1","Mean_year_schooling_interpolated_l",0.091320441311852,0.0412231214899727,"imp10.csv"
"oil.pc.ln_l1","oil.pc.ln_l",-0.0399282941575848,0.0174881062110913,"imp10.csv"
"sum.rev.q.nonviol1","sum.rev.q.nonviol",1.32309652914183,0.183552758850678,"imp10.csv"
"sum.rev.q.nonviol_l1","sum.rev.q.nonviol_l",0.531147068195352,0.16797172809416,"imp10.csv"
"cumsum.unarmed.rev.q1","cumsum.unarmed.rev.q",0.331438091131571,0.0731034271978101,"imp10.csv"
"regionAustralia and New Zealand1","regionAustralia and New Zealand",0.285904768280609,1.26714513970092,"imp10.csv"
"regionCentral Asia1","regionCentral Asia",-0.424461242454272,1.24787186650481,"imp10.csv"
"regionEastern Asia1","regionEastern Asia",0.308967727552702,1.0522148897282,"imp10.csv"
"regionEastern Europe1","regionEastern Europe",0.298107046623337,1.04247249958127,"imp10.csv"
"regionLatin America and the Caribbean1","regionLatin America and the Caribbean",-0.482260301007875,1.06310672835327,"imp10.csv"
"regionMelanesia1","regionMelanesia",-1.07454707025285,1.17097290768596,"imp10.csv"
"regionMicronesia1","regionMicronesia",0.407244602585436,1.46979586473898,"imp10.csv"
"regionNorthern Africa1","regionNorthern Africa",0.562462590316568,1.04786342060946,"imp10.csv"
"regionNorthern America1","regionNorthern America",-0.0644017531950997,1.27718783297387,"imp10.csv"
"regionNorthern Europe1","regionNorthern Europe",-0.377605686552455,1.21033806259724,"imp10.csv"
"regionPolynesia1","regionPolynesia",-0.233040801954133,1.45704684924331,"imp10.csv"
"regionSouth-eastern Asia1","regionSouth-eastern Asia",-0.273951217010032,1.08871232006426,"imp10.csv"
"regionSouthern Asia1","regionSouthern Asia",-0.0595085454070709,1.07657546526705,"imp10.csv"
"regionSouthern Europe1","regionSouthern Europe",0.430227618196239,1.04521587245212,"imp10.csv"
"regionSub-Saharan Africa1","regionSub-Saharan Africa",-0.968472555921272,1.07544532226543,"imp10.csv"
"regionWestern Asia1","regionWestern Asia",-0.00156874412009671,1.04448699415165,"imp10.csv"
"regionWestern Europe1","regionWestern Europe",-0.0327431408124216,1.1591665349425,"imp10.csv"
"(Intercept)2","(Intercept)",-6.57492860533406,1.77053930282982,"imp11.csv"
"gdppc.gap.ln_l2","gdppc.gap.ln_l",-0.0438432247848065,0.184994902642806,"imp11.csv"
"growth.gap.5_l2","growth.gap.5_l",0.789581578324997,1.29758392713403,"imp11.csv"
"pop_ln_l2","pop_ln_l",0.140969227389143,0.0560289250841891,"imp11.csv"
"polity2_l2","polity2_l",0.00948761767870042,0.0149050200778835,"imp11.csv"
"I(polity2_l^2)2","I(polity2_l^2)",-0.0100602874125596,0.00375409350702135,"imp11.csv"
"Polity5_durable_ln_l2","Polity5_durable_ln_l",-0.0617246212631104,0.092182314419435,"imp11.csv"
"BESS_plus_WB_Urbanization_l2","BESS_plus_WB_Urbanization_l",-7.77931081239627e-05,0.00621400056513471,"imp11.csv"
"VDEM_v2x_execorr_l2","VDEM_v2x_execorr_l",1.68427516693286,0.419765000735587,"imp11.csv"
"Mean_year_schooling_interpolated_l2","Mean_year_schooling_interpolated_l",0.116418488451163,0.0408026226212101,"imp11.csv"
"oil.pc.ln_l2","oil.pc.ln_l",-0.0429522651156659,0.0161388341637825,"imp11.csv"
"sum.rev.q.nonviol2","sum.rev.q.nonviol",1.30124161990167,0.18080856212754,"imp11.csv"
"sum.rev.q.nonviol_l2","sum.rev.q.nonviol_l",0.510019294479388,0.167723617218142,"imp11.csv"
"cumsum.unarmed.rev.q2","cumsum.unarmed.rev.q",0.321515122526525,0.0729840701603393,"imp11.csv"
"regionAustralia and New Zealand2","regionAustralia and New Zealand",0.280796194537993,1.26670303359172,"imp11.csv"
"regionCentral Asia2","regionCentral Asia",-0.523415986265644,1.25306720558312,"imp11.csv"
"regionEastern Asia2","regionEastern Asia",0.275874725300144,1.05442021609182,"imp11.csv"
"regionEastern Europe2","regionEastern Europe",0.301316664063803,1.0416094485945,"imp11.csv"
"regionLatin America and the Caribbean2","regionLatin America and the Caribbean",-0.395319430005737,1.06286594748391,"imp11.csv"
"regionMelanesia2","regionMelanesia",-1.00976931572311,1.16929384417297,"imp11.csv"
"regionMicronesia2","regionMicronesia",0.320645630919744,1.46848331950185,"imp11.csv"
"regionNorthern Africa2","regionNorthern Africa",0.652002777760178,1.04978822070833,"imp11.csv"
"regionNorthern America2","regionNorthern America",-0.0679492242386595,1.27789600986842,"imp11.csv"
"regionNorthern Europe2","regionNorthern Europe",-0.378793919286518,1.20607063292479,"imp11.csv"
"regionPolynesia2","regionPolynesia",-0.169382277745996,1.45825770222674,"imp11.csv"
"regionSouth-eastern Asia2","regionSouth-eastern Asia",-0.175376710257801,1.08773727913131,"imp11.csv"
"regionSouthern Asia2","regionSouthern Asia",0.0429497800684524,1.07664265371462,"imp11.csv"
"regionSouthern Europe2","regionSouthern Europe",0.42344513741404,1.04646912601966,"imp11.csv"
"regionSub-Saharan Africa2","regionSub-Saharan Africa",-0.880786856131535,1.07451175110637,"imp11.csv"
"regionWestern Asia2","regionWestern Asia",0.068381747658081,1.04438900708403,"imp11.csv"
"regionWestern Europe2","regionWestern Europe",-0.0153598318814346,1.16696364653071,"imp11.csv"
"(Intercept)3","(Intercept)",-5.67592883292794,1.8316296825237,"imp12.csv"
"gdppc.gap.ln_l3","gdppc.gap.ln_l",-0.110060714858374,0.185563356992682,"imp12.csv"
"growth.gap.5_l3","growth.gap.5_l",1.02170301109286,1.26952324725111,"imp12.csv"
"pop_ln_l3","pop_ln_l",0.0977121016228023,0.0572597074564632,"imp12.csv"
"polity2_l3","polity2_l",0.0163628019349045,0.0147660400941971,"imp12.csv"
"I(polity2_l^2)3","I(polity2_l^2)",-0.00726791009171004,0.00340673475396955,"imp12.csv"
"Polity5_durable_ln_l3","Polity5_durable_ln_l",-0.101963715038936,0.088392665068554,"imp12.csv"
"BESS_plus_WB_Urbanization_l3","BESS_plus_WB_Urbanization_l",0.00206057813803747,0.00621061997980681,"imp12.csv"
"VDEM_v2x_execorr_l3","VDEM_v2x_execorr_l",1.60573324853736,0.422254904243691,"imp12.csv"
"Mean_year_schooling_interpolated_l3","Mean_year_schooling_interpolated_l",0.105683084807163,0.0396240125069564,"imp12.csv"
"oil.pc.ln_l3","oil.pc.ln_l",-0.0257575079613439,0.01848002584524,"imp12.csv"
"sum.rev.q.nonviol3","sum.rev.q.nonviol",1.32106254761221,0.180800521188524,"imp12.csv"
"sum.rev.q.nonviol_l3","sum.rev.q.nonviol_l",0.516882054881083,0.166232635200339,"imp12.csv"
"cumsum.unarmed.rev.q3","cumsum.unarmed.rev.q",0.334362347585096,0.0723163845176864,"imp12.csv"
"regionAustralia and New Zealand3","regionAustralia and New Zealand",0.103433001615235,1.26968836830538,"imp12.csv"
"regionCentral Asia3","regionCentral Asia",-0.481892926332258,1.2410731487905,"imp12.csv"
"regionEastern Asia3","regionEastern Asia",0.315812601849011,1.06159642262694,"imp12.csv"
"regionEastern Europe3","regionEastern Europe",0.288055363189444,1.03825822695115,"imp12.csv"
"regionLatin America and the Caribbean3","regionLatin America and the Caribbean",-0.451304942684808,1.05952053048989,"imp12.csv"
"regionMelanesia3","regionMelanesia",-1.03601142110737,1.16125280021619,"imp12.csv"
"regionMicronesia3","regionMicronesia",0.37395276450882,1.46204090286175,"imp12.csv"
"regionNorthern Africa3","regionNorthern Africa",0.658241754011279,1.05043615828396,"imp12.csv"
"regionNorthern America3","regionNorthern America",-0.13278113554995,1.2727131519374,"imp12.csv"
"regionNorthern Europe3","regionNorthern Europe",-0.503380643013004,1.20954084147387,"imp12.csv"
"regionPolynesia3","regionPolynesia",-0.232692748905114,1.44987538400263,"imp12.csv"
"regionSouth-eastern Asia3","regionSouth-eastern Asia",-0.157774300213788,1.09013927002713,"imp12.csv"
"regionSouthern Asia3","regionSouthern Asia",0.067011443558628,1.07885111278987,"imp12.csv"
"regionSouthern Europe3","regionSouthern Europe",0.369983684722363,1.0417035195231,"imp12.csv"
"regionSub-Saharan Africa3","regionSub-Saharan Africa",-0.890746634575634,1.07525530992241,"imp12.csv"
"regionWestern Asia3","regionWestern Asia",0.00400011252159105,1.04372099887343,"imp12.csv"
"regionWestern Europe3","regionWestern Europe",-0.132591147463944,1.16491226532552,"imp12.csv"
"(Intercept)4","(Intercept)",-6.86569540212361,1.82677183431519,"imp13.csv"
"gdppc.gap.ln_l4","gdppc.gap.ln_l",-0.00833443302813842,0.185691388632657,"imp13.csv"
"growth.gap.5_l4","growth.gap.5_l",0.62412048934741,1.3061526291885,"imp13.csv"
"pop_ln_l4","pop_ln_l",0.133648507307061,0.0568315319634737,"imp13.csv"
"polity2_l4","polity2_l",0.00935688561231373,0.014938895942491,"imp13.csv"
"I(polity2_l^2)4","I(polity2_l^2)",-0.00926458743299751,0.00353109374013753,"imp13.csv"
"Polity5_durable_ln_l4","Polity5_durable_ln_l",-0.0729964420390085,0.0882688461140135,"imp13.csv"
"BESS_plus_WB_Urbanization_l4","BESS_plus_WB_Urbanization_l",-0.000801588171912093,0.00612784000839437,"imp13.csv"
"VDEM_v2x_execorr_l4","VDEM_v2x_execorr_l",1.85502452723456,0.409980006444505,"imp13.csv"
"Mean_year_schooling_interpolated_l4","Mean_year_schooling_interpolated_l",0.11652147689814,0.04121669991968,"imp13.csv"
"oil.pc.ln_l4","oil.pc.ln_l",-0.0465427138250857,0.0164719448558403,"imp13.csv"
"sum.rev.q.nonviol4","sum.rev.q.nonviol",1.3047792670943,0.181967865667587,"imp13.csv"
"sum.rev.q.nonviol_l4","sum.rev.q.nonviol_l",0.51633944895492,0.169013695273179,"imp13.csv"
"cumsum.unarmed.rev.q4","cumsum.unarmed.rev.q",0.32580850879029,0.0734785901834122,"imp13.csv"
"regionAustralia and New Zealand4","regionAustralia and New Zealand",0.32657773674025,1.26960887707853,"imp13.csv"
"regionCentral Asia4","regionCentral Asia",-0.564698778734306,1.2531691958252,"imp13.csv"
"regionEastern Asia4","regionEastern Asia",0.274306983124107,1.05568029903535,"imp13.csv"
"regionEastern Europe4","regionEastern Europe",0.2872026672267,1.04076361341829,"imp13.csv"
"regionLatin America and the Caribbean4","regionLatin America and the Caribbean",-0.42542244883969,1.06331098718868,"imp13.csv"
"regionMelanesia4","regionMelanesia",-1.02281322785633,1.16510166592501,"imp13.csv"
"regionMicronesia4","regionMicronesia",0.385496471590948,1.46551827584762,"imp13.csv"
"regionNorthern Africa4","regionNorthern Africa",0.665227730822627,1.04930472290215,"imp13.csv"
"regionNorthern America4","regionNorthern America",0.00543120974235376,1.27697965046172,"imp13.csv"
"regionNorthern Europe4","regionNorthern Europe",-0.382378684721143,1.20728168225584,"imp13.csv"
"regionPolynesia4","regionPolynesia",-0.326499087595497,1.45916604178655,"imp13.csv"
"regionSouth-eastern Asia4","regionSouth-eastern Asia",-0.204462652093001,1.08895784652214,"imp13.csv"
"regionSouthern Asia4","regionSouthern Asia",0.00567558275659414,1.07962174031072,"imp13.csv"
"regionSouthern Europe4","regionSouthern Europe",0.423075364425898,1.04431460631639,"imp13.csv"
"regionSub-Saharan Africa4","regionSub-Saharan Africa",-0.895532416940405,1.07865797255785,"imp13.csv"
"regionWestern Asia4","regionWestern Asia",0.0282890952423221,1.04673306430224,"imp13.csv"
"regionWestern Europe4","regionWestern Europe",-0.00391415730983075,1.16923897729474,"imp13.csv"
"(Intercept)5","(Intercept)",-6.74526642695677,1.8061818048274,"imp14.csv"
"gdppc.gap.ln_l5","gdppc.gap.ln_l",-0.024905427365201,0.182636537160904,"imp14.csv"
"growth.gap.5_l5","growth.gap.5_l",0.615835473365477,1.30776283789869,"imp14.csv"
"pop_ln_l5","pop_ln_l",0.136121458882559,0.0579524512524716,"imp14.csv"
"polity2_l5","polity2_l",0.0244077700112763,0.0161344270386629,"imp14.csv"
"I(polity2_l^2)5","I(polity2_l^2)",-0.00912741288748755,0.00367193410198054,"imp14.csv"
"Polity5_durable_ln_l5","Polity5_durable_ln_l",-0.0613698200631271,0.0876991325456967,"imp14.csv"
"BESS_plus_WB_Urbanization_l5","BESS_plus_WB_Urbanization_l",0.000673416522153408,0.0060911209179067,"imp14.csv"
"VDEM_v2x_execorr_l5","VDEM_v2x_execorr_l",1.91199884470984,0.424603951177993,"imp14.csv"
"Mean_year_schooling_interpolated_l5","Mean_year_schooling_interpolated_l",0.0989741548596533,0.0413334928966292,"imp14.csv"
"oil.pc.ln_l5","oil.pc.ln_l",-0.0405051065593042,0.0176195775487415,"imp14.csv"
"sum.rev.q.nonviol5","sum.rev.q.nonviol",1.30201882384308,0.183130977289851,"imp14.csv"
"sum.rev.q.nonviol_l5","sum.rev.q.nonviol_l",0.501074625966388,0.165196018880431,"imp14.csv"
"cumsum.unarmed.rev.q5","cumsum.unarmed.rev.q",0.314615007619559,0.0758589829763856,"imp14.csv"
"regionAustralia and New Zealand5","regionAustralia and New Zealand",0.16193344843939,1.27055270047907,"imp14.csv"
"regionCentral Asia5","regionCentral Asia",-0.493054555601779,1.24772114432799,"imp14.csv"
"regionEastern Asia5","regionEastern Asia",0.232691431391725,1.05545555723324,"imp14.csv"
"regionEastern Europe5","regionEastern Europe",0.241922260527397,1.04175156832338,"imp14.csv"
"regionLatin America and the Caribbean5","regionLatin America and the Caribbean",-0.519187869463647,1.06465907296471,"imp14.csv"
"regionMelanesia5","regionMelanesia",-1.08660244499007,1.16836662590492,"imp14.csv"
"regionMicronesia5","regionMicronesia",0.362198591535122,1.46311886492942,"imp14.csv"
"regionNorthern Africa5","regionNorthern Africa",0.626868293401557,1.05071565045203,"imp14.csv"
"regionNorthern America5","regionNorthern America",-0.148793907299704,1.27255139551859,"imp14.csv"
"regionNorthern Europe5","regionNorthern Europe",-0.46725592522413,1.21218193553112,"imp14.csv"
"regionPolynesia5","regionPolynesia",-0.192550748071423,1.45455942100053,"imp14.csv"
"regionSouth-eastern Asia5","regionSouth-eastern Asia",-0.250806250891491,1.09258680281521,"imp14.csv"
"regionSouthern Asia5","regionSouthern Asia",-0.0168783145880666,1.08134877713082,"imp14.csv"
"regionSouthern Europe5","regionSouthern Europe",0.348046950940742,1.04515437257807,"imp14.csv"
"regionSub-Saharan Africa5","regionSub-Saharan Africa",-0.961675471734072,1.07989145428102,"imp14.csv"
"regionWestern Asia5","regionWestern Asia",0.00183359574190469,1.04687564249709,"imp14.csv"
"regionWestern Europe5","regionWestern Europe",-0.128027599734222,1.16503702480828,"imp14.csv"
"(Intercept)6","(Intercept)",-6.68807941102219,1.820999372119,"imp15.csv"
"gdppc.gap.ln_l6","gdppc.gap.ln_l",-0.0610499808037658,0.193746287794891,"imp15.csv"
"growth.gap.5_l6","growth.gap.5_l",0.61277016584806,1.33581151745181,"imp15.csv"
"pop_ln_l6","pop_ln_l",0.160215702907508,0.0615732496776013,"imp15.csv"
"polity2_l6","polity2_l",0.0143836052147064,0.0159400784069917,"imp15.csv"
"I(polity2_l^2)6","I(polity2_l^2)",-0.0109378752672387,0.00363390516091989,"imp15.csv"
"Polity5_durable_ln_l6","Polity5_durable_ln_l",-0.0351392075095712,0.0895189130410545,"imp15.csv"
"BESS_plus_WB_Urbanization_l6","BESS_plus_WB_Urbanization_l",0.000136243255492865,0.00621220051784088,"imp15.csv"
"VDEM_v2x_execorr_l6","VDEM_v2x_execorr_l",1.67596688360639,0.409366210365104,"imp15.csv"
"Mean_year_schooling_interpolated_l6","Mean_year_schooling_interpolated_l",0.128633745511057,0.0435345628053083,"imp15.csv"
"oil.pc.ln_l6","oil.pc.ln_l",-0.0484925361903708,0.0180128926906477,"imp15.csv"
"sum.rev.q.nonviol6","sum.rev.q.nonviol",1.28655419639563,0.182722597434066,"imp15.csv"
"sum.rev.q.nonviol_l6","sum.rev.q.nonviol_l",0.494766758777476,0.166160914636438,"imp15.csv"
"cumsum.unarmed.rev.q6","cumsum.unarmed.rev.q",0.321494287173709,0.0739364308291221,"imp15.csv"
"regionAustralia and New Zealand6","regionAustralia and New Zealand",0.208861908640222,1.26832063210132,"imp15.csv"
"regionCentral Asia6","regionCentral Asia",-0.523791531628253,1.25766410280008,"imp15.csv"
"regionEastern Asia6","regionEastern Asia",0.273240876751233,1.05928102625636,"imp15.csv"
"regionEastern Europe6","regionEastern Europe",0.249976258836798,1.04436705199587,"imp15.csv"
"regionLatin America and the Caribbean6","regionLatin America and the Caribbean",-0.393965523044616,1.06758753694909,"imp15.csv"
"regionMelanesia6","regionMelanesia",-0.979758811887195,1.17505712785625,"imp15.csv"
"regionMicronesia6","regionMicronesia",0.464697881645463,1.46595282943228,"imp15.csv"
"regionNorthern Africa6","regionNorthern Africa",0.71420913455589,1.05270320918785,"imp15.csv"
"regionNorthern America6","regionNorthern America",-0.191816554405933,1.28028688800286,"imp15.csv"
"regionNorthern Europe6","regionNorthern Europe",-0.457560501863539,1.20636445467712,"imp15.csv"
"regionPolynesia6","regionPolynesia",-0.240820315878145,1.46137750397639,"imp15.csv"
"regionSouth-eastern Asia6","regionSouth-eastern Asia",-0.191909226148567,1.09522871027067,"imp15.csv"
"regionSouthern Asia6","regionSouthern Asia",0.0405754945756971,1.0818225402718,"imp15.csv"
"regionSouthern Europe6","regionSouthern Europe",0.421182841046,1.04651196791704,"imp15.csv"
"regionSub-Saharan Africa6","regionSub-Saharan Africa",-0.872024136409409,1.07781514529179,"imp15.csv"
"regionWestern Asia6","regionWestern Asia",0.0774864488084441,1.04535323942381,"imp15.csv"
"regionWestern Europe6","regionWestern Europe",-0.0771963654930429,1.16900239430733,"imp15.csv"
"(Intercept)7","(Intercept)",-7.4553170821164,1.82652849256605,"imp16.csv"
"gdppc.gap.ln_l7","gdppc.gap.ln_l",0.0290914988764009,0.183330761610375,"imp16.csv"
"growth.gap.5_l7","growth.gap.5_l",0.557395128878354,1.29469098486421,"imp16.csv"
"pop_ln_l7","pop_ln_l",0.165762034745281,0.0554957427781902,"imp16.csv"
"polity2_l7","polity2_l",0.0127806300690175,0.0148379563685475,"imp16.csv"
"I(polity2_l^2)7","I(polity2_l^2)",-0.0104203566901017,0.0034580004826798,"imp16.csv"
"Polity5_durable_ln_l7","Polity5_durable_ln_l",-0.0546902471729058,0.0848384107908461,"imp16.csv"
"BESS_plus_WB_Urbanization_l7","BESS_plus_WB_Urbanization_l",-0.000800115029389657,0.00620186168799409,"imp16.csv"
"VDEM_v2x_execorr_l7","VDEM_v2x_execorr_l",2.02018525200235,0.435571758943613,"imp16.csv"
"Mean_year_schooling_interpolated_l7","Mean_year_schooling_interpolated_l",0.106583718979175,0.0419921318463425,"imp16.csv"
"oil.pc.ln_l7","oil.pc.ln_l",-0.0537928992300503,0.0179530027782748,"imp16.csv"
"sum.rev.q.nonviol7","sum.rev.q.nonviol",1.30024147382323,0.180619749239659,"imp16.csv"
"sum.rev.q.nonviol_l7","sum.rev.q.nonviol_l",0.51083175865632,0.16680665819454,"imp16.csv"
"cumsum.unarmed.rev.q7","cumsum.unarmed.rev.q",0.319000777748686,0.0761441443273464,"imp16.csv"
"regionAustralia and New Zealand7","regionAustralia and New Zealand",0.392021141989439,1.26816888944519,"imp16.csv"
"regionCentral Asia7","regionCentral Asia",-0.550935302325775,1.25683583964108,"imp16.csv"
"regionEastern Asia7","regionEastern Asia",0.226229857884304,1.05457498485496,"imp16.csv"
"regionEastern Europe7","regionEastern Europe",0.268947507699598,1.0433597214671,"imp16.csv"
"regionLatin America and the Caribbean7","regionLatin America and the Caribbean",-0.456335035627418,1.06317585679659,"imp16.csv"
"regionMelanesia7","regionMelanesia",-1.01586889623535,1.16538590147091,"imp16.csv"
"regionMicronesia7","regionMicronesia",0.231146209562217,1.46617865110072,"imp16.csv"
"regionNorthern Africa7","regionNorthern Africa",0.610796562843699,1.05406527955876,"imp16.csv"
"regionNorthern America7","regionNorthern America",0.00862995658187952,1.28236948818105,"imp16.csv"
"regionNorthern Europe7","regionNorthern Europe",-0.313265645441493,1.2073533481125,"imp16.csv"
"regionPolynesia7","regionPolynesia",-0.332692334485524,1.46078553543186,"imp16.csv"
"regionSouth-eastern Asia7","regionSouth-eastern Asia",-0.28682421164609,1.08756941259406,"imp16.csv"
"regionSouthern Asia7","regionSouthern Asia",-0.0660344016125671,1.08464040581095,"imp16.csv"
"regionSouthern Europe7","regionSouthern Europe",0.388909677321893,1.04496861048845,"imp16.csv"
"regionSub-Saharan Africa7","regionSub-Saharan Africa",-0.959793055536113,1.07942697029074,"imp16.csv"
"regionWestern Asia7","regionWestern Asia",0.0245185967950702,1.04424580186009,"imp16.csv"
"regionWestern Europe7","regionWestern Europe",0.0240389056903189,1.16482855893551,"imp16.csv"
"(Intercept)8","(Intercept)",-6.9017246732752,1.83220198736451,"imp17.csv"
"gdppc.gap.ln_l8","gdppc.gap.ln_l",0.00578521058737252,0.188603021390437,"imp17.csv"
"growth.gap.5_l8","growth.gap.5_l",0.746699453484272,1.29306442591958,"imp17.csv"
"pop_ln_l8","pop_ln_l",0.143117669761083,0.0562788715737031,"imp17.csv"
"polity2_l8","polity2_l",0.010794104372781,0.0144283785340941,"imp17.csv"
"I(polity2_l^2)8","I(polity2_l^2)",-0.010866085157698,0.00344511542784188,"imp17.csv"
"Polity5_durable_ln_l8","Polity5_durable_ln_l",-0.0632216656488083,0.0875431890059727,"imp17.csv"
"BESS_plus_WB_Urbanization_l8","BESS_plus_WB_Urbanization_l",-0.00038859404442076,0.00616081269454497,"imp17.csv"
"VDEM_v2x_execorr_l8","VDEM_v2x_execorr_l",1.75433589124971,0.410082149694158,"imp17.csv"
"Mean_year_schooling_interpolated_l8","Mean_year_schooling_interpolated_l",0.102720548741028,0.041026437486836,"imp17.csv"
"oil.pc.ln_l8","oil.pc.ln_l",-0.0457697022294404,0.0186773904670958,"imp17.csv"
"sum.rev.q.nonviol8","sum.rev.q.nonviol",1.31608837632835,0.181514256491353,"imp17.csv"
"sum.rev.q.nonviol_l8","sum.rev.q.nonviol_l",0.51610054707342,0.169675403707425,"imp17.csv"
"cumsum.unarmed.rev.q8","cumsum.unarmed.rev.q",0.329613690226339,0.0759439483469125,"imp17.csv"
"regionAustralia and New Zealand8","regionAustralia and New Zealand",0.341371840915443,1.26976798564051,"imp17.csv"
"regionCentral Asia8","regionCentral Asia",-0.4832427350074,1.25252732045904,"imp17.csv"
"regionEastern Asia8","regionEastern Asia",0.295486875671612,1.05336658547159,"imp17.csv"
"regionEastern Europe8","regionEastern Europe",0.305876202800305,1.04178709791752,"imp17.csv"
"regionLatin America and the Caribbean8","regionLatin America and the Caribbean",-0.430918505059292,1.06037288697231,"imp17.csv"
"regionMelanesia8","regionMelanesia",-1.07388303893183,1.1618250292997,"imp17.csv"
"regionMicronesia8","regionMicronesia",0.324591464330745,1.46327032155417,"imp17.csv"
"regionNorthern Africa8","regionNorthern Africa",0.591543715334723,1.04886908790576,"imp17.csv"
"regionNorthern America8","regionNorthern America",0.000836076648601498,1.2813464673802,"imp17.csv"
"regionNorthern Europe8","regionNorthern Europe",-0.358366564554936,1.20791978383569,"imp17.csv"
"regionPolynesia8","regionPolynesia",-0.24214650634958,1.4523258962803,"imp17.csv"
"regionSouth-eastern Asia8","regionSouth-eastern Asia",-0.237926762586711,1.08936319663505,"imp17.csv"
"regionSouthern Asia8","regionSouthern Asia",-0.022413744371229,1.08164226759348,"imp17.csv"
"regionSouthern Europe8","regionSouthern Europe",0.421553642534838,1.04447962889566,"imp17.csv"
"regionSub-Saharan Africa8","regionSub-Saharan Africa",-0.922716904457243,1.07594092452847,"imp17.csv"
"regionWestern Asia8","regionWestern Asia",0.0254983142117457,1.04637105889643,"imp17.csv"
"regionWestern Europe8","regionWestern Europe",-0.000117352188017986,1.16357857528107,"imp17.csv"
"(Intercept)9","(Intercept)",-6.87245578811197,1.84295198224195,"imp18.csv"
