"","Type","Diff.Un","V.Ratio.Un","Diff.Adj","M.Threshold","V.Ratio.Adj","V.Threshold","model"
"region_Micronesia12","Binary",-0.00342431261959915,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa12","Binary",0.0221933999110218,NA,-6.17561557447743e-16,"Balanced, <0.2",NA,"","optimal"
"region_Northern America12","Binary",-0.010062387835522,NA,-3.98986399474666e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe12","Binary",-0.050037153554013,NA,-7.97972798949331e-17,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia12","Binary",-0.00584147446872797,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia12","Binary",-0.00831414856504806,NA,-6.52256026967279e-16,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia12","Binary",0.0670568120268077,NA,-1.06858966120171e-15,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe12","Binary",-0.00694061696311529,NA,-4.85722573273506e-16,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa12","Binary",-0.079181876361537,NA,-1.63757896132211e-15,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia12","Binary",0.00306625862521541,NA,-9.57567358739198e-16,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe12","Binary",-0.0407804863348673,NA,-3.98986399474666e-17,"Balanced, <0.2",NA,"","optimal"
"growth.gap.5_l4","Contin.",0.044563621748224,0.68058663486555,-0.0468371523758318,"Balanced, <0.2",0.997789317154093,"Balanced, <2","nearest"
"pop_ln_l4","Contin.",0.579546705984315,0.90170979965319,0.125449320697546,"Balanced, <0.2",1.05568658592831,"Balanced, <2","nearest"
"polity2_l4","Contin.",-0.0490822947576277,0.722135258317937,-0.097122681571776,"Balanced, <0.2",0.839616247257191,"Balanced, <2","nearest"
"Polity5_durable_ln_l4","Contin.",-0.274580922451332,0.972170939419385,-0.198254619722269,"Balanced, <0.2",1.24105678742171,"Balanced, <2","nearest"
"BESS_plus_WB_Urbanization_l4","Contin.",-0.0187070844876557,0.716215264776656,-0.0341446317857353,"Balanced, <0.2",0.836227871418513,"Balanced, <2","nearest"
"VDEM_v2x_execorr_l4","Contin.",0.560164123398564,0.640990129522857,0.102261360423523,"Balanced, <0.2",0.964868966762831,"Balanced, <2","nearest"
"Mean_year_schooling_interpolated_l4","Contin.",0.146113652524051,0.79963767851775,0.0101513888096225,"Balanced, <0.2",0.864120496821596,"Balanced, <2","nearest"
"cumsum.nvc.nonviol4","Contin.",0.546112136101125,2.46400252069003,0.104583233108181,"Balanced, <0.2",1.15685946455203,"Balanced, <2","nearest"
"year4","Contin.",0.528360452995222,0.839695955094175,-2.18278728425503e-11,"Balanced, <0.2",1.00192088787705,"Balanced, <2","nearest"
"region_14","Binary",-0.00301233244222959,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Australia and New Zealand4","Binary",-0.0141001107865848,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Central Asia4","Binary",-0.00249051731863158,NA,-1.21430643318376e-16,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Asia4","Binary",0.0213785594254641,NA,-5.82867087928207e-16,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Europe4","Binary",0.0633029945685231,NA,-1.01307850997046e-15,"Balanced, <0.2",NA,"","nearest"
"region_Latin America and the Caribbean4","Binary",0.0489637846029645,NA,-2.52575738102223e-15,"Balanced, <0.2",NA,"","nearest"
"region_Melanesia4","Binary",-0.00177639191012091,NA,-1.59594559789866e-16,"Balanced, <0.2",NA,"","nearest"
"region_Micronesia4","Binary",-0.00342431261959915,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Africa4","Binary",0.0221933999110218,NA,-6.31439345255558e-16,"Balanced, <0.2",NA,"","nearest"
"region_Northern America4","Binary",-0.010062387835522,NA,-4.0766001685455e-17,"Balanced, <0.2",NA,"","nearest"
"region_Northern Europe4","Binary",-0.050037153554013,NA,-8.15320033709099e-17,"Balanced, <0.2",NA,"","nearest"
"region_Polynesia4","Binary",-0.00584147446872797,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_South-eastern Asia4","Binary",-0.00831414856504806,NA,-6.66133814775094e-16,"Balanced, <0.2",NA,"","nearest"
"region_Southern Asia4","Binary",0.0670568120268077,NA,-1.09634523681734e-15,"Balanced, <0.2",NA,"","nearest"
"region_Southern Europe4","Binary",-0.00694061696311529,NA,-4.9960036108132e-16,"Balanced, <0.2",NA,"","nearest"
"region_Sub-Saharan Africa4","Binary",-0.079181876361537,NA,-1.69309011255336e-15,"Balanced, <0.2",NA,"","nearest"
"region_Western Asia4","Binary",0.00306625862521541,NA,-9.85322934354826e-16,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe4","Binary",-0.0407804863348673,NA,-4.0766001685455e-17,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l13","Contin.",0.044563621748224,0.68058663486555,-0.045465973533415,"Balanced, <0.2",0.991339862223392,"Balanced, <2","optimal"
"pop_ln_l13","Contin.",0.579546705984315,0.90170979965319,0.120140263457368,"Balanced, <0.2",1.06577705151831,"Balanced, <2","optimal"
"polity2_l13","Contin.",-0.0490822947576277,0.722135258317937,-0.0909920139642553,"Balanced, <0.2",0.837107112156588,"Balanced, <2","optimal"
"Polity5_durable_ln_l13","Contin.",-0.274580922451332,0.972170939419385,-0.196368980004208,"Balanced, <0.2",1.23931995172686,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l13","Contin.",-0.0187070844876557,0.716215264776656,-0.0374322738025386,"Balanced, <0.2",0.834579837674716,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l13","Contin.",0.560164123398564,0.640990129522857,0.10168648264752,"Balanced, <0.2",0.956672771008181,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l13","Contin.",0.146113652524051,0.79963767851775,0.00740368104198636,"Balanced, <0.2",0.872525704932804,"Balanced, <2","optimal"
"cumsum.nvc.nonviol13","Contin.",0.546112136101125,2.46400252069003,0.108148570600506,"Balanced, <0.2",1.16185305348401,"Balanced, <2","optimal"
"year13","Contin.",0.528360452995222,0.839695955094175,-2.11457518162206e-11,"Balanced, <0.2",1.00192088787705,"Balanced, <2","optimal"
"region_113","Binary",-0.00301233244222959,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand13","Binary",-0.0141001107865848,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia13","Binary",-0.00249051731863158,NA,-1.17961196366423e-16,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia13","Binary",0.0213785594254641,NA,-5.68989300120393e-16,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe13","Binary",0.0633029945685231,NA,-9.71445146547012e-16,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean13","Binary",0.0489637846029645,NA,-2.44249065417534e-15,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia13","Binary",-0.00177639191012091,NA,-1.56125112837913e-16,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia13","Binary",-0.00342431261959915,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa13","Binary",0.0221933999110218,NA,-6.10622663543836e-16,"Balanced, <0.2",NA,"","optimal"
"region_Northern America13","Binary",-0.010062387835522,NA,-3.90312782094782e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe13","Binary",-0.050037153554013,NA,-7.80625564189563e-17,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia13","Binary",-0.00584147446872797,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia13","Binary",-0.00831414856504806,NA,-6.52256026967279e-16,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia13","Binary",0.0670568120268077,NA,-1.0547118733939e-15,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe13","Binary",-0.00694061696311529,NA,-4.85722573273506e-16,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa13","Binary",-0.079181876361537,NA,-1.63757896132211e-15,"Balanced, <0.2",NA,"","optimal"
